filepaths,labels,data set,feature_vector,x,y
train/Doberman/061.jpg,Doberman,train,"[-0.12485547 -0.1669887  -0.20038217 ... -0.08858675 -0.00029891
 -0.14154859]",-11.022596,-28.112293
train/Doberman/005.jpg,Doberman,train,"[-0.1362298  -0.13715185 -0.17805947 ...  0.02737097 -0.10188389
 -0.10305644]",-10.526173,-28.699749
valid/Doberman/02.jpg,Doberman,valid,"[-0.18446086 -0.09669998 -0.1360532  ...  0.2541742  -0.1721358
 -0.07526358]",-9.948862,-28.456226
train/Doberman/027.jpg,Doberman,train,"[-0.17218363 -0.10292948 -0.18411991 ... -0.0152247  -0.13721019
 -0.10085346]",-11.035824,-28.997128
valid/Doberman/09.jpg,Doberman,valid,"[-0.12326878  0.02871506 -0.13155735 ... -0.04748056 -0.1050759
 -0.0547215 ]",-10.189705,-30.240194
train/Doberman/097.jpg,Doberman,train,"[-0.184975   -0.10142502  0.05503839 ... -0.13982451 -0.09912688
 -0.16870362]",-10.175096,-30.126173
train/Elk Hound/045.jpg,Elk Hound,train,"[ 0.10273648 -0.15884237 -0.14763339 ... -0.00370471 -0.15566356
 -0.1061821 ]",-28.45384,-17.330227
train/Elk Hound/048.jpg,Elk Hound,train,"[ 0.0432409  -0.10627953 -0.13992937 ...  0.03796199 -0.06757038
 -0.09503221]",-30.069548,-17.775848
train/Elk Hound/005.jpg,Elk Hound,train,"[ 0.02450138 -0.09618003 -0.1512786  ... -0.07287358 -0.15133464
 -0.10666439]",-29.53831,-18.126741
train/Elk Hound/056.jpg,Elk Hound,train,"[ 0.11856758 -0.1616644  -0.15953864 ...  0.00369081 -0.09413412
 -0.10985812]",-28.273245,-17.008484
train/Elk Hound/027.jpg,Elk Hound,train,"[ 0.02362457 -0.08890267 -0.14068738 ...  0.03036468 -0.14325875
 -0.10483719]",-29.758104,-17.682354
train/Elk Hound/065.jpg,Elk Hound,train,"[ 0.08692327 -0.15887547 -0.15471806 ...  0.02596092 -0.12263393
 -0.10735326]",-28.137163,-17.815071
train/Elk Hound/074.jpg,Elk Hound,train,"[ 0.06889895 -0.10563436 -0.12907515 ... -0.06282341 -0.15775904
 -0.08023653]",-29.631529,-17.66349
train/Elk Hound/011.jpg,Elk Hound,train,"[ 0.04317858 -0.12230036 -0.12666136 ... -0.06371728 -0.10804136
 -0.08933706]",-29.666727,-17.13349
train/Elk Hound/041.jpg,Elk Hound,train,"[ 0.13341984 -0.1369559  -0.09124849 ...  0.04940082 -0.0301467
 -0.11428124]",-29.019821,-18.54918
test/Elk Hound/08.jpg,Elk Hound,test,"[ 0.08846701 -0.1502813  -0.14114895 ... -0.16871735 -0.15347393
 -0.04711546]",-28.430437,-17.292547
train/Elk Hound/019.jpg,Elk Hound,train,"[ 0.07192449 -0.16387846 -0.13971819 ... -0.11913735 -0.11636261
 -0.0274973 ]",-28.302649,-17.329708
train/Elk Hound/063.jpg,Elk Hound,train,"[ 0.09029517 -0.12958375 -0.15059115 ... -0.0653853  -0.17569469
 -0.07626734]",-29.024464,-17.679075
train/Elk Hound/012.jpg,Elk Hound,train,"[ 0.02353161 -0.14730828 -0.18347111 ... -0.05754657  0.00391912
 -0.04627848]",-30.067904,-16.721594
train/Elk Hound/037.jpg,Elk Hound,train,"[ 0.05173533 -0.14684871 -0.06759528 ... -0.05879952 -0.09632028
 -0.0940626 ]",-28.331434,-16.627312
train/Elk Hound/090.jpg,Elk Hound,train,"[ 0.0714771  -0.11116304 -0.12912181 ... -0.09935655 -0.15787248
 -0.09783442]",-29.026949,-17.052792
train/Elk Hound/092.jpg,Elk Hound,train,"[ 0.02215801 -0.11188925 -0.08163222 ...  0.02955996 -0.06252667
 -0.07462358]",-30.26476,-17.277515
test/Elk Hound/10.jpg,Elk Hound,test,"[ 0.07981483 -0.08559745 -0.14498362 ... -0.10158918 -0.01836441
 -0.09915002]",-28.470297,-17.137098
train/Elk Hound/001.jpg,Elk Hound,train,"[ 1.1348301e-04 -8.3256789e-02 -1.7803711e-01 ...  5.6417059e-02
  3.4311626e-02 -1.3506663e-01]",-30.580635,-17.549047
train/Elk Hound/089.jpg,Elk Hound,train,"[ 0.0585826  -0.11952475 -0.16068555 ... -0.04854635 -0.1465918
 -0.07405812]",-29.298536,-17.211958
test/Elk Hound/05.jpg,Elk Hound,test,"[ 0.10695758 -0.1573267  -0.15728956 ... -0.05124198 -0.12974662
 -0.10013714]",-29.237738,-17.639801
train/Elk Hound/066.jpg,Elk Hound,train,"[ 0.09284721 -0.12572052 -0.12143199 ... -0.07114621 -0.07643871
 -0.11187159]",-28.467249,-17.378838
train/Elk Hound/046.jpg,Elk Hound,train,"[ 0.05703709 -0.15328613 -0.10445808 ... -0.00411334 -0.13342346
 -0.08754062]",-29.587711,-16.832033
train/Elk Hound/032.jpg,Elk Hound,train,"[ 0.05254277 -0.08241333 -0.15531416 ... -0.0097915  -0.1390468
 -0.08783801]",-29.344986,-17.330908
train/Elk Hound/071.jpg,Elk Hound,train,"[ 0.00236265 -0.12161308 -0.09526904 ... -0.05297703  0.01446495
 -0.06953312]",-30.328163,-17.089554
train/Elk Hound/043.jpg,Elk Hound,train,"[ 0.02287059 -0.12729925 -0.1594021  ... -0.07285269 -0.1607608
 -0.07891054]",-30.002584,-17.735691
train/Elk Hound/013.jpg,Elk Hound,train,"[ 0.03274726 -0.12142847 -0.17817129 ...  0.02771944 -0.1490017
 -0.10789599]",-28.880985,-17.63425
train/Elk Hound/016.jpg,Elk Hound,train,"[ 0.10498116 -0.13537964 -0.13461046 ... -0.15681575 -0.15694937
 -0.04872859]",-28.444664,-17.241404
valid/Elk Hound/05.jpg,Elk Hound,valid,"[ 0.07747629 -0.14518614 -0.14429262 ...  0.10977395  0.04891983
  0.05014367]",-29.506596,-16.06057
train/French Bulldog/81.jpg,French Bulldog,train,"[-0.04728173  0.15363671 -0.06346451 ...  0.77118695 -0.17138276
 -0.06391682]",-35.64027,26.044039
train/French Bulldog/05.jpg,French Bulldog,train,"[ 0.38111475 -0.13424884 -0.17391425 ...  0.2209032  -0.16227195
 -0.10930318]",-30.82928,28.61975
train/French Bulldog/41.jpg,French Bulldog,train,"[-0.06612328  0.02284081  0.15696827 ...  0.68820924 -0.16984487
 -0.09459414]",-35.502598,25.690706
train/French Bulldog/70.jpg,French Bulldog,train,"[-0.04634842  0.11252913 -0.0373965  ...  0.39967808 -0.1542039
 -0.12175928]",-35.82854,25.229362
train/French Bulldog/11.jpg,French Bulldog,train,"[ 0.12206284 -0.10520475 -0.18588842 ...  0.40750456 -0.1478834
 -0.106241  ]",-33.80376,24.941717
train/French Bulldog/46.jpg,French Bulldog,train,"[ 0.05260852  0.11947457 -0.07230689 ...  0.4012618  -0.14985906
 -0.04808525]",-34.686836,24.147877
train/French Bulldog/71.jpg,French Bulldog,train,"[-0.00386663 -0.13423698 -0.10584021 ...  0.62563074 -0.15585408
 -0.1287671 ]",-35.382538,26.404615
train/French Bulldog/67.jpg,French Bulldog,train,"[ 0.05963964  0.29922742 -0.07651126 ...  0.41991907 -0.2227889
 -0.10759304]",-31.067421,19.25155
train/French Bulldog/48.jpg,French Bulldog,train,"[ 0.03866509 -0.00721979 -0.1599847  ...  0.3563677  -0.20943782
 -0.15326695]",-34.69477,26.243227
train/French Bulldog/12.jpg,French Bulldog,train,"[-0.07431251  0.06388267  0.19893263 ...  0.9851007  -0.1852791
 -0.1122383 ]",-36.167667,25.75362
test/French Bulldog/06.jpg,French Bulldog,test,"[-0.05767902 -0.00470905  0.02665192 ...  0.47919273 -0.13475628
 -0.1319906 ]",-35.462044,25.739834
train/French Bulldog/37.jpg,French Bulldog,train,"[ 0.03064397 -0.01051726 -0.17346138 ...  0.43049634 -0.1597106
 -0.05776785]",-33.757248,23.991844
train/French Bulldog/84.jpg,French Bulldog,train,"[-0.01458732  0.3432388  -0.09326799 ...  0.4487965  -0.17242125
 -0.09049736]",-35.1135,25.28028
valid/French Bulldog/09.jpg,French Bulldog,valid,"[-0.01236239  0.09108461 -0.04136644 ...  0.78316003 -0.14975949
 -0.09140433]",-35.769966,25.446669
train/French Bulldog/19.jpg,French Bulldog,train,"[ 0.27565113 -0.12259711 -0.16967551 ...  0.20059937 -0.19464868
 -0.14456469]",-34.205524,24.912832
train/French Bulldog/01.jpg,French Bulldog,train,"[-0.04309494  0.23303203  0.03579437 ...  0.5639659  -0.1626292
 -0.09067461]",-35.833393,25.601885
train/French Bulldog/73.jpg,French Bulldog,train,"[-0.06448997  0.16649517 -0.0874096  ...  0.17575824 -0.1807953
 -0.01609013]",-35.861076,23.657438
train/French Bulldog/27.jpg,French Bulldog,train,"[ 0.04843578 -0.03365977 -0.04334928 ...  0.6462258  -0.11224991
 -0.1177301 ]",-34.50844,25.961784
train/French Bulldog/82.jpg,French Bulldog,train,"[ 0.24868241  0.14089218 -0.16125448 ...  0.2210882  -0.18744355
 -0.1104764 ]",-34.69339,24.864695
train/French Bulldog/54.jpg,French Bulldog,train,"[-0.04155404  0.05410654 -0.17717472 ...  0.31608468 -0.09500748
 -0.09580373]",-35.179203,25.040897
valid/French Bulldog/02.jpg,French Bulldog,valid,"[ 0.04486281 -0.06046719 -0.15343103 ...  0.35197502 -0.18699704
 -0.14367032]",-34.663483,25.411434
train/French Bulldog/92.jpg,French Bulldog,train,"[ 0.00141297 -0.10425652 -0.17633931 ...  0.34187645 -0.1834299
 -0.1534553 ]",-34.554188,25.352621
train/French Bulldog/13.jpg,French Bulldog,train,"[-0.07263915  0.21785764  0.26434636 ...  0.464154   -0.1251474
 -0.09354611]",-35.50684,25.101332
train/French Bulldog/32.jpg,French Bulldog,train,"[ 0.08548835  0.07222804 -0.10295626 ...  0.34044987 -0.15323474
 -0.10411783]",-35.038406,26.150688
train/French Bulldog/68.jpg,French Bulldog,train,"[-0.05709722  0.17436028  0.0482299  ...  0.5354794  -0.16844174
 -0.09366832]",-35.854374,25.644096
valid/French Bulldog/08.jpg,French Bulldog,valid,"[ 0.01541939  0.19709729 -0.17738967 ...  0.44733268 -0.18212308
 -0.12008876]",-35.78803,25.236782
valid/French Bulldog/05.jpg,French Bulldog,valid,"[ 0.06278626  0.15739599 -0.06567762 ...  0.5147065  -0.15593855
 -0.11902925]",-35.032104,25.625196
train/French Bulldog/23.jpg,French Bulldog,train,"[-0.00234294  0.12202581 -0.14440595 ...  0.3625547  -0.15156871
 -0.09567469]",-35.77855,26.471369
train/German Sheperd/056.jpg,German Sheperd,train,"[-0.0029789  -0.13154343  0.03744423 ... -0.11322905 -0.09095697
 -0.08515947]",-21.378162,-11.70469
train/German Sheperd/041.jpg,German Sheperd,train,"[-0.02663195 -0.18472055  0.00293649 ... -0.16437547 -0.00149297
 -0.12774056]",-22.467365,-11.82177
train/German Sheperd/020.jpg,German Sheperd,train,"[-0.00849154 -0.08744267 -0.01647882 ... -0.12026905 -0.09538282
 -0.09642402]",-20.085392,-11.696659
train/German Sheperd/032.jpg,German Sheperd,train,"[ 0.01170782 -0.12052964 -0.05030833 ... -0.12228232 -0.11557194
 -0.02170207]",-21.456745,-11.554332
test/German Sheperd/06.jpg,German Sheperd,test,"[-0.03123906 -0.13119642 -0.01236339 ...  0.02352761 -0.17773472
 -0.07246243]",-20.851112,-13.3888855
train/German Sheperd/057.jpg,German Sheperd,train,"[-0.02410855 -0.11545211 -0.09836185 ... -0.08719146 -0.11494224
 -0.11887063]",-20.981503,-12.636159
train/German Sheperd/070.jpg,German Sheperd,train,"[ 0.0031432  -0.10594008  0.00708876 ... -0.09750627 -0.11611102
 -0.11269359]",-20.345165,-12.147443
train/German Sheperd/106.jpg,German Sheperd,train,"[ 0.03498037 -0.17871854 -0.16542701 ...  0.02488591 -0.10523549
 -0.12667616]",-27.327545,-16.265047
train/German Sheperd/082.jpg,German Sheperd,train,"[-0.01844461 -0.1149608  -0.01215886 ... -0.11806808 -0.05091032
 -0.01092613]",-21.1725,-12.728849
train/German Sheperd/027.jpg,German Sheperd,train,"[-0.04350106 -0.13377786  0.13718225 ... -0.06647322 -0.13468559
 -0.12539808]",-20.151323,-12.169844
train/German Sheperd/096.jpg,German Sheperd,train,"[-0.04278956 -0.12842183  0.0177065  ... -0.10907936  0.11311301
 -0.10824885]",-20.832912,-14.077451
train/German Sheperd/028.jpg,German Sheperd,train,"[ 0.03199644 -0.15491466 -0.11657404 ...  0.03305006 -0.15999728
 -0.08778957]",-20.487087,-12.527278
train/German Sheperd/065.jpg,German Sheperd,train,"[-0.00990952 -0.15578915  0.09828252 ... -0.11558596 -0.07710021
 -0.09591292]",-21.409794,-11.573002
train/German Sheperd/005.jpg,German Sheperd,train,"[-0.02046351 -0.09540185 -0.01176964 ... -0.02606678 -0.15088487
 -0.07472281]",-20.948034,-13.473313
train/German Sheperd/098.jpg,German Sheperd,train,"[-0.10661566 -0.10597294 -0.05374634 ... -0.07539102 -0.01524619
 -0.09105841]",-21.95272,-12.309327
train/German Sheperd/101.jpg,German Sheperd,train,"[-0.04526587 -0.1684746   0.36221853 ... -0.03034424 -0.01177364
 -0.0934995 ]",-21.570984,-11.689151
train/German Sheperd/037.jpg,German Sheperd,train,"[ 0.01765235 -0.11778103 -0.03549211 ...  0.06878875 -0.06286349
 -0.10118321]",-22.000713,-13.41081
train/German Sheperd/081.jpg,German Sheperd,train,"[-0.08787377 -0.16759579 -0.16561379 ... -0.05598166 -0.1080973
 -0.03064399]",-28.716038,-10.788641
train/German Sheperd/094.jpg,German Sheperd,train,"[-0.03475325 -0.11649881  0.07516935 ... -0.111536   -0.11248008
 -0.10783943]",-20.7937,-12.096642
train/German Sheperd/085.jpg,German Sheperd,train,"[-0.01055123 -0.18402351  0.0568666  ... -0.13530308 -0.05508182
 -0.13227352]",-21.739172,-11.297563
train/German Sheperd/019.jpg,German Sheperd,train,"[-0.01810283 -0.0978175  -0.15810111 ... -0.13437101  0.0114966
 -0.04533847]",-19.739937,-11.552388
train/German Sheperd/011.jpg,German Sheperd,train,"[-0.02138339 -0.11624464  0.08180147 ... -0.04394685 -0.18392032
 -0.09512196]",-20.757626,-12.459868
valid/German Sheperd/01.jpg,German Sheperd,valid,"[-0.01977873 -0.15242778  0.14973763 ... -0.08857359 -0.17043088
 -0.09632863]",-20.325542,-12.017922
train/German Sheperd/012.jpg,German Sheperd,train,"[-0.01792663 -0.11496434  0.02512611 ... -0.06804723 -0.15334259
 -0.09453803]",-20.946665,-12.134823
valid/German Sheperd/06.jpg,German Sheperd,valid,"[ 0.00670946  0.10907148  0.07423062 ... -0.09041573 -0.11945266
 -0.11118743]",-19.347334,-11.563809
train/German Sheperd/046.jpg,German Sheperd,train,"[ 0.01886765 -0.13816164  0.02729058 ... -0.11331292 -0.14425471
 -0.07550429]",-20.608355,-11.4679785
train/German Sheperd/071.jpg,German Sheperd,train,"[-0.03127914 -0.12591356  0.199064   ... -0.03635879 -0.01403461
 -0.128288  ]",-21.420776,-11.90667
train/German Sheperd/079.jpg,German Sheperd,train,"[ 0.02157375 -0.16459775  0.09189111 ... -0.04818882  0.17426804
  0.03028508]",-20.921877,-10.937412
train/Golden Retriever/126.jpg,Golden Retriever,train,"[-0.09894625 -0.15267026 -0.18370755 ... -0.12633292 -0.146979
 -0.12123081]",14.868596,-28.30655
train/Golden Retriever/052.jpg,Golden Retriever,train,"[-0.12096222 -0.11055052 -0.15147027 ... -0.17165487 -0.09098268
 -0.11150291]",15.808453,-28.741322
valid/Golden Retriever/02.jpg,Golden Retriever,valid,"[-0.07445723  0.0146039  -0.13557486 ... -0.12029487 -0.12191991
 -0.12617426]",15.538329,-27.954344
train/Golden Retriever/020.jpg,Golden Retriever,train,"[-0.01874495 -0.00044375 -0.1242153  ...  0.04457889  0.06317639
 -0.09874211]",15.517954,-26.957466
train/Golden Retriever/105.jpg,Golden Retriever,train,"[-0.1328026  -0.13777927 -0.18050851 ... -0.10790658 -0.0915256
 -0.13077861]",15.547868,-28.662523
train/Golden Retriever/013.jpg,Golden Retriever,train,"[-0.0393171  -0.14797205 -0.13645159 ... -0.08622396 -0.18525456
 -0.07453363]",13.915368,-27.727291
train/Golden Retriever/077.jpg,Golden Retriever,train,"[-0.12024789 -0.1394355  -0.17092249 ... -0.10196415 -0.11603403
 -0.09178331]",15.934194,-28.49553
train/Golden Retriever/032.jpg,Golden Retriever,train,"[-0.09337442 -0.13104635 -0.17089713 ... -0.08777618 -0.20736085
 -0.10800704]",13.841673,-27.662832
train/Golden Retriever/082.jpg,Golden Retriever,train,"[-0.05924624 -0.16998163 -0.15079181 ... -0.08655784 -0.09037714
 -0.04026015]",14.991605,-28.57752
train/Golden Retriever/010.jpg,Golden Retriever,train,"[-0.0839067  -0.10159604 -0.12388979 ... -0.11641899 -0.09914208
 -0.08361394]",15.862264,-28.201397
train/Golden Retriever/027.jpg,Golden Retriever,train,"[-0.08437821 -0.12298121 -0.15787375 ... -0.05090068 -0.12296048
 -0.14195253]",13.532863,-27.782675
train/Golden Retriever/097.jpg,Golden Retriever,train,"[-0.04834231 -0.1727536  -0.15841004 ... -0.07826521 -0.13210975
 -0.13578872]",14.469767,-27.874098
valid/Golden Retriever/07.jpg,Golden Retriever,valid,"[-0.11471124 -0.04627922 -0.1689228  ... -0.1388342  -0.14711587
 -0.11324786]",14.608487,-27.73483
train/Golden Retriever/068.jpg,Golden Retriever,train,"[-0.06144956 -0.16235407 -0.17985886 ... -0.13850036 -0.18948966
 -0.14789677]",15.301485,-27.892952
test/Golden Retriever/08.jpg,Golden Retriever,test,"[-0.09067497 -0.16099435 -0.18316028 ... -0.15367015 -0.142867
 -0.10490759]",15.820932,-28.588814
train/Golden Retriever/067.jpg,Golden Retriever,train,"[-0.1661303  -0.1536763  -0.17622656 ... -0.10333189 -0.15989143
 -0.12205651]",16.147278,-28.860342
train/Golden Retriever/019.jpg,Golden Retriever,train,"[-0.10716343 -0.10178593 -0.16983844 ...  0.10144497 -0.1447006
 -0.1358987 ]",15.591343,-26.500345
train/Golden Retriever/070.jpg,Golden Retriever,train,"[-0.089185   -0.14823775 -0.15560272 ...  0.01394869 -0.06721915
 -0.09138255]",14.363069,-26.123953
train/Golden Retriever/125.jpg,Golden Retriever,train,"[-0.10039867 -0.05244467 -0.15257366 ... -0.10473748 -0.00723577
 -0.1276456 ]",15.955186,-27.99818
train/Golden Retriever/031.jpg,Golden Retriever,train,"[-0.04447727 -0.19494802 -0.15304264 ... -0.12592022 -0.0706657
 -0.10865926]",14.133769,-27.806286
train/Golden Retriever/030.jpg,Golden Retriever,train,"[-0.14731263  0.13874474 -0.16171093 ... -0.02832361 -0.0387887
 -0.13982058]",14.19305,-26.728752
train/Golden Retriever/106.jpg,Golden Retriever,train,"[-0.06853737 -0.09550533 -0.13283636 ... -0.07851157  0.01839516
 -0.1257203 ]",14.307441,-26.949265
train/Golden Retriever/037.jpg,Golden Retriever,train,"[-0.13132167 -0.17032908 -0.14152081 ... -0.0945381  -0.09912556
 -0.06681607]",15.645139,-28.530796
train/Golden Retriever/119.jpg,Golden Retriever,train,"[-0.15846536 -0.15951872 -0.17068753 ... -0.13902886 -0.01909455
 -0.07533498]",14.993008,-28.865273
train/Golden Retriever/056.jpg,Golden Retriever,train,"[-0.0784691  -0.163286   -0.1571363  ... -0.01991801 -0.08095662
 -0.03485651]",16.321083,-29.149506
train/Golden Retriever/023.jpg,Golden Retriever,train,"[-0.08482951 -0.1572875  -0.14621575 ... -0.14357378 -0.11868111
 -0.04504656]",15.22936,-28.12603
train/Golden Retriever/065.jpg,Golden Retriever,train,"[-0.04748259 -0.07003255 -0.1579463  ...  0.20625992  0.00338615
  0.11917893]",16.461634,-27.779743
test/Golden Retriever/07.jpg,Golden Retriever,test,"[-0.07950599 -0.15558696 -0.16157983 ... -0.11835865 -0.16851999
 -0.14342147]",14.095022,-28.42472
train/Great Dane/118.jpg,Great Dane,train,"[-0.16638045 -0.04659809  0.1413616  ... -0.08858611  0.2342268
  0.3576843 ]",-8.813007,-40.873135
train/Great Dane/020.jpg,Great Dane,train,"[-0.10410295  0.00916295  0.2625308  ... -0.06185395  0.09702639
  0.14948788]",-3.1663852,-44.960438
train/Great Dane/083.jpg,Great Dane,train,"[-0.19765326 -0.11311787  0.01802667 ... -0.10534181  0.34070608
  0.05524961]",-14.199726,-39.56824
train/Great Dane/098.jpg,Great Dane,train,"[-0.10743939  0.09884962  0.5279582  ... -0.05905907  0.44575906
  0.26205906]",-15.294728,-40.14772
train/Great Dane/057.jpg,Great Dane,train,"[-0.1613483  -0.11012048  0.03023115 ... -0.09535585  0.4154982
  0.03490425]",-12.595646,-39.356144
train/Great Dane/013.jpg,Great Dane,train,"[-0.15768084 -0.07817911  0.09459104 ... -0.07465669  0.1145659
  0.17699142]",-15.269951,-40.02359
test/Great Dane/09.jpg,Great Dane,test,"[-0.13931465 -0.01162567 -0.17344649 ... -0.07508862  0.05247397
 -0.00306249]",-12.4254675,-39.545166
train/Great Dane/066.jpg,Great Dane,train,"[-0.12032288  0.00311774 -0.00663288 ... -0.03760174  0.32823524
  0.22787128]",-12.535421,-39.81235
train/Great Dane/067.jpg,Great Dane,train,"[-0.1573306  -0.09177244  0.13312878 ... -0.10813317  0.23958778
  0.03917821]",-12.37913,-39.248447
train/Great Dane/019.jpg,Great Dane,train,"[-0.16255324  0.15320942  0.10456467 ... -0.09485871  0.3744947
  0.48290715]",-15.036243,-40.420937
train/Great Dane/052.jpg,Great Dane,train,"[-0.15944381 -0.08818097  0.1315303  ...  0.01892089  0.4220169
  0.11901356]",-9.561946,-40.475243
train/Great Dane/079.jpg,Great Dane,train,"[-0.18191817 -0.0917795   0.24010077 ... -0.0780276   0.4266962
  0.04133155]",-14.701082,-39.727734
train/Great Dane/095.jpg,Great Dane,train,"[-0.13556068  0.2122347   0.20919801 ... -0.11968467  0.22778867
  0.46408477]",-40.921253,13.648049
test/Great Dane/10.jpg,Great Dane,test,"[-0.15175097 -0.05570066  0.2047653  ... -0.05558471  0.13026561
  0.37223506]",-15.215612,-39.478004
train/Great Dane/101.jpg,Great Dane,train,"[-0.16442807 -0.15654206 -0.12835959 ... -0.06907381  0.35921752
  0.16353959]",-13.995099,-39.542397
train/Great Dane/065.jpg,Great Dane,train,"[-0.1559017  -0.21886638 -0.1558608  ... -0.07811065  0.48718786
  0.2438541 ]",-14.442239,-39.635494
train/Great Dane/028.jpg,Great Dane,train,"[-0.1711592  -0.149015   -0.06534389 ... -0.00168277  0.47411603
  0.18438043]",-14.552013,-39.629147
train/Great Dane/070.jpg,Great Dane,train,"[-0.11691554  0.14340587 -0.00931965 ... -0.07906104  0.31090394
  0.12478465]",-12.515462,-39.481964
test/Great Dane/03.jpg,Great Dane,test,"[-0.14419627  0.07583795  0.3212142  ... -0.00103575  0.02460122
  0.19204414]",-12.005192,-39.1606
train/Great Dane/074.jpg,Great Dane,train,"[-0.1810584  -0.21615414 -0.13498975 ... -0.05908518  0.57397395
  0.21294212]",-14.415755,-39.4468
train/Great Dane/012.jpg,Great Dane,train,"[-0.15365034  0.0776701   0.14158112 ... -0.04788194  0.36353016
  0.07736591]",-11.618897,-39.966274
train/Great Dane/120.jpg,Great Dane,train,"[-0.15398449 -0.03459387  0.35640803 ... -0.10042051  0.6977986
  0.2686131 ]",-15.118221,-39.91823
train/Great Dane/111.jpg,Great Dane,train,"[-0.16362084 -0.18331449  0.06827535 ... -0.14019538  0.22639626
  0.29618052]",-12.397058,-40.070557
train/Great Dane/114.jpg,Great Dane,train,"[-0.15435886 -0.06145485  0.09090914 ... -0.09246609  0.22067803
  0.12912638]",-9.501866,-40.543114
train/Great Dane/056.jpg,Great Dane,train,"[-0.16042008 -0.01813235  0.1535193  ... -0.12332667  0.61308736
  0.2333804 ]",-12.586071,-39.73783
train/Great Dane/046.jpg,Great Dane,train,"[-0.14277041  0.0255258  -0.00800138 ... -0.08978347  0.38368225
  0.31116003]",-14.806722,-39.633636
train/Great Dane/010.jpg,Great Dane,train,"[-0.1481815  -0.11552102 -0.03400042 ... -0.10642426  0.32013205
  0.20693377]",-15.061147,-40.633686
train/Great Dane/005.jpg,Great Dane,train,"[-0.141293    0.08981987  0.1941068  ... -0.08533633  0.16663246
  0.3179165 ]",-9.05329,-40.598763
train/Great Perenees/31.jpg,Great Perenees,train,"[-0.16085467 -0.0085575  -0.11641655 ... -0.0046019  -0.09815195
 -0.09754352]",15.555921,-18.850445
train/Great Perenees/68.jpg,Great Perenees,train,"[-0.11065708 -0.14915022 -0.07234251 ...  0.05102841 -0.08116661
 -0.0954733 ]",16.325914,-19.793081
train/Great Perenees/63.jpg,Great Perenees,train,"[-0.12155267 -0.10618807 -0.16476527 ...  0.05350552 -0.09004729
 -0.00543478]",15.072627,-20.091291
train/Great Perenees/48.jpg,Great Perenees,train,"[-0.17187497 -0.1131482  -0.08444729 ...  0.01957482 -0.02129067
 -0.08445158]",17.23728,-20.328878
train/Great Perenees/43.jpg,Great Perenees,train,"[-0.16847314 -0.08017477 -0.13932616 ... -0.00127301 -0.06286234
 -0.07772455]",15.634533,-19.136908
train/Great Perenees/41.jpg,Great Perenees,train,"[-0.03540509 -0.05110467 -0.14430694 ...  0.04703503 -0.13595511
 -0.03606638]",15.717387,-20.580692
test/Great Perenees/08.jpg,Great Perenees,test,"[-0.16859996  0.01138528 -0.10240545 ...  0.05036792 -0.12965547
 -0.05715807]",15.526585,-19.466215
train/Great Perenees/46.jpg,Great Perenees,train,"[-0.10334632 -0.03090978 -0.1952036  ... -0.05284634 -0.01740918
 -0.00058556]",11.077504,-29.088938
train/Great Perenees/11.jpg,Great Perenees,train,"[-0.17092595  0.03341563 -0.10220537 ...  0.02006983 -0.06366584
 -0.12033534]",15.24645,-18.87891
train/Great Perenees/01.jpg,Great Perenees,train,"[-0.12485061 -0.08679678 -0.19705625 ...  0.01328429  0.14348732
  0.09078959]",15.227281,-21.260284
train/Great Perenees/19.jpg,Great Perenees,train,"[-0.13923523 -0.1636414  -0.16280255 ... -0.04171727  0.20933229
 -0.07216038]",15.640488,-21.038818
train/Great Perenees/32.jpg,Great Perenees,train,"[-0.11361064 -0.10865647 -0.12399031 ...  0.04715192 -0.09420715
 -0.06484408]",15.682558,-20.048147
valid/Great Perenees/05.jpg,Great Perenees,valid,"[-0.13863328 -0.10730104 -0.09427138 ...  0.06450388 -0.08246045
 -0.08658113]",15.343506,-19.09465
test/Great Perenees/03.jpg,Great Perenees,test,"[-0.15640983  0.00298938 -0.0902665  ...  0.02686017 -0.15707935
 -0.05475374]",16.063894,-19.503775
train/Great Perenees/77.jpg,Great Perenees,train,"[-0.12823114  0.01747176 -0.13529803 ...  0.0140761  -0.07065713
 -0.06480066]",15.581866,-19.641615
train/Great Perenees/05.jpg,Great Perenees,train,"[-0.14772685 -0.07226274 -0.10668486 ...  0.0719045  -0.06460477
 -0.08142664]",16.278301,-19.533455
train/Great Perenees/80.jpg,Great Perenees,train,"[-0.14513944 -0.03813786 -0.13341534 ... -0.00796536 -0.08319461
 -0.13539791]",16.474468,-19.124596
train/Great Perenees/34.jpg,Great Perenees,train,"[-0.17503217 -0.07021053 -0.12367283 ... -0.0108979   0.09710907
 -0.12093952]",14.518622,-18.282366
train/Great Perenees/13.jpg,Great Perenees,train,"[-0.1061274   0.09374778 -0.14440511 ...  0.04823209  0.12994774
  0.00132957]",15.125551,-19.774912
train/Great Perenees/27.jpg,Great Perenees,train,"[-0.14123309 -0.08838825 -0.15163256 ...  0.03719018 -0.03003905
 -0.02647369]",15.036432,-20.090841
valid/Great Perenees/08.jpg,Great Perenees,valid,"[-0.05913441 -0.08088248 -0.15230794 ...  0.08974695 -0.18408778
 -0.04978303]",15.805493,-20.447424
